subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,item,tType_study,eyes_1,eyes_2,transparency,pas,RoboRT,meanRoboRT,roboBCFS
13,1395181297,1,2597866.145999,2597880.36423926,OK,1,f,14.1445072819479,15,CATCH,0,0,0,,0,NaN,f
13,1395181297,2,2597886.89803584,2597888.60901856,OK,9,j,1.68795020086691,20,CFS,0,1,0.5,2,1.3225011209263,2.34671662001737,j
13,1395181297,3,2597904.10798897,2597907.62003829,OK,12,f,3.46886507794261,1,CFS,0,1,0.389400391535702,,3.93678300190869,2.49054657589196,j
13,1395181297,4,2597913.65353091,2597924.26966273,OK,1,f,10.5222908882424,4,CATCH,0,0,0,,0,NaN,f
13,1395181297,5,2597928.56217356,2597930.77343759,OK,7,j,2.12524811597541,12,CFS,0,1,0.389400391535702,3,2.26668155264925,2.49054657589196,j
13,1395181297,6,2597939.42846233,2597942.24007235,OK,6,j,2.71423116652295,7,CFS,0,1,0.343644639395486,2,4.04042529267971,2.56660933584118,j
13,1395181297,7,2597949.01399832,2597950.32472786,OK,12,j,1.27221542736515,19,CFS,0,1,0.303265329856317,2,2.11887648778555,2.64557860575162,j
13,1395181297,8,2597956.94855006,2597958.75960649,OK,0,j,1.7291259681806,10,CFS,0,1,0.267630714259495,2,4.05814574576452,2.72756544917343,j
13,1395181297,9,2597967.9549395,2597969.66592916,OK,5,j,1.61007109005004,16,CFS,0,1,0.236183276370507,2,2.47847441654817,2.81268517361682,j
13,1395181297,10,2597975.49928131,2597976.91013496,OK,11,j,1.38529801694676,18,CFS,0,1,0.208431009839254,2,3.25475090501259,2.90105749272224,j
13,1395181297,11,2597990.21779112,2597995.43080344,OK,1,f,5.16161671327427,5,CATCH,0,0,0,,0,NaN,f
13,1395181297,12,2597999.75329976,2598003.8656697,OK,11,j,4.08149580704048,3,CFS,0,1,0.183939720585721,1,3.61963147527418,2.99280669462744,j
13,1395181297,13,2598016.25284941,2598017.56363146,OK,5,j,1.27722362522036,9,CFS,0,1,0.274405818047013,3,1.73493775581256,2.71092120225042,j
13,1395181297,14,2598025.47819478,2598028.89015861,OK,4,j,3.31514098541811,13,CFS,0,1,0.252465540235945,2,4.22770123403606,2.76689093895541,j
13,1395181297,15,2598033.86302494,2598035.87419015,OK,7,j,1.92190658068284,14,CFS,0,1,0.335958973827107,3,2.16416895277106,2.58068044359981,j
13,1395181297,16,2598043.93884939,2598050.05238173,OK,1,f,6.045143508818,6,CATCH,0,0,0,,0,NaN,f
13,1395181297,17,2598053.54438467,2598054.95520361,OK,5,j,1.35938650742173,2,CFS,0,1,0.315604248582595,2,1.79087079252113,2.62006124318582,j
13,1395181297,18,2598061.428932,2598063.13993495,OK,11,j,1.69823825685307,17,CFS,0,1,0.296482753797921,2,1.73817305034872,2.66018739863886,j
13,1395181297,19,2598069.7537483,2598071.46473494,OK,7,j,1.62099362257868,8,CFS,0,1,0.278519771816678,3,5.72813765964841,2.70107301722373,j
13,1395181297,20,2598076.82790084,2598078.03855003,OK,10,j,1.16238792566583,11,CFS,0,1,0.261645111896416,2,2.5740815276992,2.74273247321184,j
