subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,item,tType,eyes_1,eyes_2,transparency,pas,RoboRT,meanRoboRT,roboBCFS
10,944799893,1,339967.48277086,339969.591250492,OK,7,j,2.0249474903103,6,CFS,0,1,0.5,2,3.17787620511945,2.34671662001737,j
10,944799893,2,339978.108507319,339981.91710943,OK,8,j,3.73448603786528,2,CFS,0,1,0.343644639395486,3,2.49102756700264,2.56660933584118,j
10,944799893,3,339987.684174651,339991.592784177,OK,7,j,3.87027940177359,11,CFS,0,1,0.399258109379689,3,4.28413897173779,2.47567332099695,j
10,944799893,4,339997.151504655,340005.660425129,OK,1,f,8.41805738821859,14,CATCH,0,0,0,,0,NaN,f
10,944799893,5,340008.98566464,340015.194425964,OK,0,j,6.10346169443801,9,CFS,0,1,0.463871743164276,3,1.79924235520041,2.38873871979792,j
10,944799893,6,340020.078097709,340025.086778199,OK,5,f,4.94646228296915,5,CFS,0,1,0.538942075442316,,2.97118075175395,2.30562945996748,j
10,944799893,7,340028.762034286,340030.470487396,OK,4,j,1.60627382848179,8,CFS,0,1,0.538942075442316,3,2.85869621333872,2.30562945996748,j
10,944799893,8,340037.45431161,340039.262768989,OK,9,j,1.71348058973672,20,CFS,0,1,0.538942075442316,3,2.88954505861945,2.30562945996748,j
10,944799893,9,340044.404795451,340052.113664665,OK,0,f,7.69029505649814,10,CFS,0,1,0.538942075442316,,2.89395447394384,2.30562945996748,j
10,944799893,10,340054.730516137,340059.539180716,OK,1,f,4.70814621512545,1,CATCH,0,0,0,,0,NaN,f
10,944799893,11,340065.247915583,340066.356319941,OK,6,j,1.07036519941175,13,CFS,0,1,0.538942075442316,2,1.74536292342297,2.30562945996748,j
10,944799893,12,340071.248326106,340072.556746811,OK,2,j,1.2295858686557,15,CFS,0,1,0.538942075442316,3,1.21050599068156,2.30562945996748,j
10,944799893,13,340077.023732845,340077.732109748,OK,3,j,0.669915019941982,3,CFS,0,1,0.538942075442316,2,2.80965490367492,2.30562945996748,j
10,944799893,14,340081.67405496,340085.782669999,OK,1,f,4.06705032143509,4,CATCH,0,0,0,,0,NaN,f
10,944799893,15,340089.232914748,340089.441261638,OK,8,j,0.188096561993007,12,CFS,0,1,0.538942075442316,2,2.02730095475551,2.30562945996748,j
10,944799893,16,340094.024919549,340094.733296022,OK,1,j,0.675739894038998,16,CFS,0,1,0.538942075442316,3,2.9403063666684,2.30562945996748,j
10,944799893,17,340098.933587941,340101.142075304,OK,1,f,2.13474815431982,18,CATCH,0,0,0,,0,NaN,f
10,944799893,18,340103.433903508,340105.242356379,OK,1,j,1.76218070555478,17,CFS,0,1,0.538942075442316,3,1.91841104851775,2.30562945996748,j
10,944799893,19,340109.934357064,340110.942758931,OK,4,j,0.973421775735915,19,CFS,0,1,0.538942075442316,3,4.06428971460901,2.30562945996748,j
10,944799893,20,340115.25973134,340117.268203268,OK,2,j,1.93568790733116,7,CFS,0,1,0.538942075442316,2,2.43123107919827,2.30562945996748,j
