subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,item,tType,eyes_1,eyes_2,transparency,pas,RoboRT,meanRoboRT,roboBCFS
8,936758091,1,194410.708785872,194428.317735886,OK,1,f,17.5937138731533,16,CATCH,0,0,0,,0,NaN,f
8,936758091,2,194433.784548524,194449.693388547,OK,2,f,15.8766031648847,7,CFS,0,1,0.5,,3.0391322439311,2.34671662001737,j
8,936758091,3,194453.851876469,194462.560504477,OK,1,j,8.60844835071475,18,CATCH,0,0,0,,0,NaN,f
8,936758091,4,194466.460585914,194471.869043501,OK,5,j,5.31915907681105,6,CFS,0,1,0.5,1!,2.77661170119887,2.34671662001737,j
8,936758091,5,194484.30279374,194502.711641309,OK,3,f,18.3069295962632,3,CFS,0,1,0.5,,2.16169005202598,2.34671662001737,j
8,936758091,6,194506.978473748,194522.187192309,OK,6,j,15.1099977120175,1,CFS,0,1,0.5,1!,1.86689300140543,2.34671662001737,j
8,936758091,7,194528.662355742,194549.77128674,OK,4,f,21.0403534221987,12,CFS,0,1,0.5,,1.50871900632091,2.34671662001737,j
8,936758091,8,194553.0880359,194560.896570397,OK,1,j,7.73394873132929,9,CATCH,0,0,0,,0,NaN,f
8,936758091,9,194564.154972052,194570.063479444,OK,4,j,5.8904079652566,15,CFS,0,1,0.5,1!,3.69427246460994,2.34671662001737,j
8,936758091,10,194575.830285018,194587.63891369,OK,4,j,11.7020058690396,11,CFS,0,1,0.5,1!,0.98897795485471,2.34671662001737,j
8,936758091,11,194597.364166016,194602.472619498,OK,4,j,5.03912129811943,8,CFS,0,1,0.5,3#,2.27311730566807,2.34671662001737,j
8,936758091,12,194610.472806037,194625.681554179,OK,5,j,15.1609394931002,20,CFS,0,1,0.5,3#,1.75876653889705,2.34671662001737,j
8,936758091,13,194633.881752309,194650.39049882,OK,0,f,16.4464653854957,10,CFS,0,1,0.5,,2.74147995196855,2.34671662001737,j
8,936758091,14,194653.95722489,194666.265862918,OK,6,j,12.2259390192048,14,CFS,0,1,0.5,1!,2.83387819889468,2.34671662001737,j
8,936758091,15,194673.374341755,194687.283075529,OK,5,j,13.8874731434917,17,CFS,0,1,0.5,1!,2.66606590892665,2.34671662001737,j
8,936758091,16,194692.299797644,194709.208537455,OK,5,j,16.8406044350413,4,CFS,0,1,0.5,1!,1.52490239096433,2.34671662001737,j
8,936758091,17,194714.317022027,194742.926038446,OK,3,j,28.5412012998422,5,CFS,0,1,0.5,1!,1.32965173127497,2.34671662001737,j
8,936758091,18,194748.367838241,194764.376570566,OK,6,j,15.9609976281063,2,CFS,0,1,0.5,1!,1.12959381862239,2.34671662001737,j
8,936758091,19,194768.960078817,194792.168879178,OK,1,j,23.1509605557367,19,CATCH,0,0,0,,0,NaN,f
8,936758091,20,194796.143985864,194808.552648705,OK,7,f,12.3419895936677,13,CFS,0,1,0.5,,3.74034026077184,2.34671662001737,j
