subject,seed,trial,tStart_1,tStart_2,tEnd_1,tEnd_2,exitFlag_1,exitFlag_2,jitter_1,jitter_2,response_1,response_2,rt_1,rt_2,item,pair,list,tType_study,trial_test,item_test,pair_test,tType_test,gonogo_answer,name,name_test,roboBCFS_1,roboBCFS_2,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_noise,transparency_1,transparency_2,pas_1,pas_2,RoboRT_1,RoboRT_2,meanRoboRT_1,meanRoboRT_2,response_cue,rt_cue,RoboRT_cue,response_noise,rt_noise,RoboRT_noise
56,282993162,1,2686418.65878499,2686579.25821744,2686428.77506586,2686586.77288193,OK,OK,3,6,f,f,10.0090789389797,7.43842549202964,199,195,1,CFS,2,200,196,Binocular,nogo,scroll,tape,j,j,1,0,2686760.20008621,2686767.354465,2686772.79787626,2686776.71030315,Return,OK,10,0.5,1,,,1.83428511966866,4.16425532258561,2.34671662001737,2,cassette,7.12471655663103,1,NO RESPONSE,NaN,1
56,282993162,2,2686444.16462924,2686590.05489593,2686448.07704073,2686593.9673189,OK,OK,1,1,NO RESPONSE,NO RESPONSE,NaN,NaN,200,196,1,Binocular,3,203,201,CFS,nogo,tape,bowling pin,z,z,1,1,2686778.97170186,2686780.62271223,2686785.77590291,2686789.68832165,Return,OK,0,1,1,,,0,0,NaN,NaN,NO RESPONSE,1.64084203448147,1,NO RESPONSE,NaN,1
56,282993162,3,2686453.62046279,2686596.5889366,2686463.03629765,2686600.30122838,OK,OK,1,6,j,j,9.31869379431009,3.63531836215407,203,201,1,CFS,7,206,207,Not Studied,go,bowling pin,frame,j,j,1,0,2686791.71958252,2686793.17047167,2686796.41248032,2686798.02345516,Return,Return,2,0.5,1,3,3,3.12309922821972,1.79767641451366,2.34671662001737,2,NO RESPONSE,1.42870540963486,1,Return,1.55178077239543,1
56,282993162,4,2686471.41148872,2686606.9553029,2686485.63029004,2686615.67074455,OK,OK,0,0,f,f,14.1752023645677,8.6926523889415,205,204,1,Not Studied,6,208,202,Binocular,go,cheese grater,hockey stick,f,f,0,0,2686799.92465631,2686804.84767896,2686807.63941063,2686809.25041717,Return,Return,3,0,0,,,0,0,NaN,NaN,hockey stick,4.91136344987899,1,Return,1.58066361350939,1
56,282993162,5,2686490.21312853,2686618.50249152,2686500.32939068,2686626.21726215,OK,OK,0,0,f,f,10.0692854332738,7.67333055194467,207,206,1,Not Studied,10,204,205,CFS,go,axe,bowtie,f,f,0,0,2686811.66191041,2686813.72317582,2686817.60560451,2686818.51614208,Return,Return,8,0,0,,,0,0,NaN,NaN,NO RESPONSE,2.04590121097863,1,Return,0.846168776508421,1
56,282993162,6,2686503.98164773,2686629.44925671,2686507.89407945,2686633.36167877,OK,OK,5,8,NO RESPONSE,NO RESPONSE,NaN,NaN,208,202,1,Binocular,8,202,208,Binocular,go,hockey stick,zip tie,z,z,1,1,2686821.63808307,2686823.10897957,2686826.33101347,2686827.54175944,Return,Return,1,1,1,,,0,0,NaN,NaN,NO RESPONSE,1.45358623703942,1,Return,1.16057409485802,1
56,282993162,7,2686510.78585784,2686635.52304644,2686520.30174395,2686643.43790811,OK,OK,0,0,f,f,9.41611286066473,7.83640824537724,206,207,1,Not Studied,5,207,206,Not Studied,go,frame,axe,f,f,0,0,2686829.68304943,2686832.35469924,2686836.01692087,2686837.42786051,Return,Return,0,0,0,,,0,0,NaN,NaN,pipr,2.64839840959758,1,Return,1.37855345522985,1
56,282993162,8,2686524.43430817,2686650.01197042,2686528.34672781,2686653.92439097,OK,OK,1,2,NO RESPONSE,NO RESPONSE,NaN,NaN,202,208,1,Binocular,12,201,203,CFS,go,zip tie,bellow,z,z,1,1,2686841.58040341,2686845.19263216,2686850.79609832,2686851.80672458,Return,Return,10,1,1,,,0,0,NaN,NaN,NO RESPONSE,3.59081414341927,1,Return,0.951088374014944,1
56,282993162,9,2686530.68818099,2686655.34527106,2686539.10338345,2686662.95997714,OK,OK,0,0,f,f,8.35339914634824,7.5497867083177,198,193,1,Not Studied,9,198,193,Not Studied,go,chest,chest,f,f,0,0,2686854.22791406,2686856.5596864,2686860.43205572,2686861.04244254,Return,Return,4,0,0,,,0,0,NaN,NaN,NO RESPONSE,2.3190659834072,1,Return,0.594787480775267,1
56,282993162,10,2686546.7181001,2686666.01181949,2686552.73181073,2686669.92428442,OK,OK,10,6,j,j,5.96318829292431,3.88310243329033,204,205,1,CFS,11,197,194,Binocular,go,bowtie,pipe,j,j,1,0,2686863.12372435,2686865.4051283,2686870.08802831,2686870.79846609,Return,Return,0,1,1,2,2,4.01160025795734,1.97182583437432,2,2,pipe,2.25503557082266,1,Return,0.642774218693376,1
56,282993162,11,2686559.86622684,2686675.59778914,2686563.77864015,2686679.51020456,OK,OK,10,1,NO RESPONSE,NO RESPONSE,NaN,NaN,197,194,1,Binocular,1,199,195,CFS,go,pipe,scroll,z,z,1,1,2686874.00046275,2686875.55140013,2686879.40378896,2686880.61455214,Return,Return,6,1,1,,,0,0,NaN,NaN,NO RESPONSE,1.53812780091539,1,Return,1.13465850334615,1
56,282993162,12,2686566.93060801,2686682.24189847,2686571.04314043,2686687.35505936,OK,OK,9,8,j,j,4.08635089267045,5.0366197261028,201,203,1,CFS,4,205,204,Not Studied,nogo,bellow,cheese grater,j,j,1,0,2686882.79588883,2686884.36686678,2686888.14919561,2686892.06161586,Return,OK,10,1,1,2,2,2.71025971723683,3.61760140727102,2,2,NO RESPONSE,1.55047192238271,1,NO RESPONSE,NaN,1
