subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,item,pair,list,tType_study,trial_test,item_test,pair_test,tType_test,gonogo_answer,name,name_test,roboBCFS,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_noise,transparency,pas,RoboRT,response_cue,rt_cue,RoboRT_cue,response_noise,rt_noise,RoboRT_noise
54,282620869,1,12698402.262908,12698407.17601,OK,10,NO RESPONSE,NaN,206,207,1,Binocular,10,201,203,CFS,nogo,frame,bellow,z,1,1,12698668.3304557,12698673.8336627,12698676.6657479,12698681.5788587,Return,OK,2,1,,0.1,NO RESPONSE,5.48371572047472,1,NO RESPONSE,NaN,1
54,282620869,2,12698412.6194374,12698417.5325234,OK,5,NO RESPONSE,NaN,205,204,1,Binocular,12,207,206,Not Studied,nogo,cheese grater,axe,z,1,1,12698684.7208196,12698688.5829469,12698690.9547604,12698695.8678676,Return,OK,1,1,,0.1,NO RESPONSE,3.84463006816804,1,NO RESPONSE,NaN,1
54,282620869,3,12698423.8464955,12698427.5588338,OK,0,f,3.65927811712027,203,201,1,Not Studied,8,202,208,CFS,go,bowling pin,zip tie,f,0,0,12698698.109265,12698708.9357488,12698715.320124,12698717.2313304,Return,Return,3,1,,0.1, ,10.8072123099118,1,Return,1.85207697562873,1
54,282620869,4,12698433.7527416,12698437.3649923,OK,0,f,3.59255810268223,197,194,1,Not Studied,7,199,195,CFS,go,pipe,scroll,f,0,0,12698721.83419,12698733.1309957,12698737.9743933,12698739.8855867,Return,Return,4,1,,0.1, ,11.2811931110919,1,Return,1.85272534564137,1
54,282620869,5,12698441.9178115,12698444.9297906,OK,6,f,2.99505934119225,198,193,1,CFS,6,208,202,Binocular,go,chest,hockey stick,j,0,1,12698744.2983719,12698746.3293063,12698749.7718344,12698751.3828503,Return,Return,10,1,,0.1,NO RESPONSE,2.01636411994696,1,Return,1.51875430718064,1
54,282620869,6,12698451.1637082,12698456.0767906,OK,6,NO RESPONSE,NaN,208,202,1,Binocular,3,203,201,Not Studied,go,hockey stick,bowling pin,z,1,1,12698753.4641324,12698756.6158161,12698759.0376659,12698761.3491688,Return,Return,5,1,,0.1,NO RESPONSE,3.13812954723835,1,Return,2.23644375242293,1
54,282620869,7,12698459.3688741,12698464.0818031,OK,2,f,4.68721541389823,199,195,1,CFS,5,198,193,CFS,go,scroll,chest,j,0,1,12698763.5905194,12698770.804758,12698773.2666159,12698775.5781156,Return,Return,4,1,,0.1,NO RESPONSE,7.19508173875511,1,Return,2.24670690670609,1
54,282620869,8,12698469.4452219,12698477.5603125,OK,8,f,8.04223103448749,202,208,1,CFS,11,200,196,Binocular,go,zip tie,tape,j,0,1,12698778.8101285,12698781.9717965,12698784.6638152,12698786.6750766,Return,Return,7,1,,0.1,NO RESPONSE,3.14296214468777,1,Return,1.98516293242574,1
54,282620869,9,12698484.9549615,12698503.1764722,OK,0,f,18.1152651179582,204,205,1,Not Studied,9,204,205,Not Studied,nogo,bowtie,bowtie,f,0,0,12698788.5862963,12698809.84936,12698813.3218938,12698818.2349753,Return,OK,8,1,,0.1, ,21.2455025296658,1,NO RESPONSE,NaN,1
54,282620869,10,12698506.5585787,12698518.5761632,OK,2,j,11.950963485986,201,203,1,CFS,4,197,194,Not Studied,nogo,bellow,pipe,j,0,1,12698820.2262011,12698824.1283669,12698825.8798045,12698830.7929056,Return,OK,0,1,2@,0.1,NO RESPONSE,3.88491478376091,1,NO RESPONSE,NaN,1
54,282620869,11,12698532.5950004,12698537.5080957,OK,0,NO RESPONSE,NaN,200,196,1,Binocular,1,206,207,Binocular,go,tape,frame,z,1,1,12698832.5840016,12698833.7944828,12698835.605943,12698837.4170709,Return,Return,1,1,,0.1,NO RESPONSE,1.19865653291345,1,Return,1.74466112814844,1
54,282620869,12,12698539.9096295,12698563.7346174,OK,0,f,23.7897639516741,207,206,1,Not Studied,2,205,204,Binocular,go,axe,cheese grater,f,0,0,12698839.3982883,12698841.2891894,12698843.8911528,12698846.1025404,Return,Return,7,1,,0.1,NO RESPONSE,1.88000672496855,1,Return,2.14697461761534,1
