subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,item,tType,eyes_1,eyes_2,transparency,pas,RoboRT,meanRoboRT
1,893514570,1,3022361.37664424,3022377.48657097,OK,8,Return,16.0290845283307,1,CFS,0,1,0.5,3,2.74915273168261,2.34671662001737
1,893514570,2,3022384.82069486,3022386.82920201,OK,4,Return,1.92880081618205,2,CFS,0,1,0.727495707309101,2,1.50345937351391,2.15022107250873
1,893514570,3,3022392.62974752,3022402.439064,SPACE,8,space,9.71125078899786,5,CATCH,0,0,0,,0,NaN
1,893514570,4,3022405.64771779,3022412.0567437,OK,9,Return,6.39698858465999,4,CFS,0,1,0.60311512471049,2,3.3596924789273,2.2457063559788
1,893514570,5,3022416.30714721,3022418.81569465,OK,1,Return,2.49734836444259,3,CFS,0,1,0.727495707309101,2,0.991683897997188,2.15022107250873
