subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,item,tType_study,eyes_1,eyes_2,transparency,pas,RoboRT,meanRoboRT,roboBCFS
4,1098911562,1,1880934.07182581,1880937.59707414,OK,8,j,3.51283878786489,11,CFS,0,1,0.5,2@,2.77334416264126,2.34671662001737,j
4,1098911562,2,1880939.76389033,1880943.68082773,OK,4,j,3.90487969852984,9,CFS,0,1,0.727495707309101,2@,3.4750071143795,2.15022107250873,j
4,1098911562,3,1880946.13100073,1880950.84799558,OK,7,j,4.70485246321186,15,CFS,0,1,0.877527328480149,2@,4.0183903753884,2.05995856853313,j
4,1098911562,4,1880952.69812687,1880952.8148001,OK,1,f,0.104520864086226,20,CATCH,0,0,0,,0,NaN,f
4,1098911562,5,1880954.42325365,1880955.03996128,OK,0,j,0.604479644447565,4,CFS,0,1,1,2@,0.565742200444208,2,j
4,1098911562,6,1880957.19011106,1880960.5070068,OK,4,j,3.30472360085696,1,CFS,0,1,0.860707976425058,2@,2.94196303064649,2.06904178986308,j
4,1098911562,7,1880962.25712929,1880963.7738977,OK,0,j,1.50456882291473,3,CFS,0,1,0.975309912028333,2@,1.49402527304631,2.0112922931668,j
4,1098911562,8,1880965.62402763,1880965.74070024,OK,1,f,0.104464720701799,18,CATCH,0,0,0,,0,NaN,f
4,1098911562,9,1880967.74917776,1880970.76605454,OK,4,j,3.0047520478256,6,CFS,0,1,0.876215812450477,2@,2.65442245924134,2.06065868364363,j
4,1098911562,10,1880972.61618854,1880972.73285933,OK,1,f,0.104444945696741,7,CATCH,0,0,0,,0,NaN,f
4,1098911562,11,1880975.50775004,1880979.62500907,OK,9,j,4.10494245449081,16,CFS,0,1,0.962334806517108,2@,3.30450012797925,2.01737666458434,j
4,1098911562,12,1880981.46680454,1880981.58347324,OK,1,f,0.104364525759593,5,CATCH,0,0,0,,0,NaN,f
4,1098911562,13,1880983.29192666,1880988.8089864,OK,1,j,5.50487884529866,13,CFS,0,1,1,2@,5.31858863315015,2,j
4,1098911562,14,1880990.85912209,1880994.67605679,OK,3,j,3.80470068263821,12,CFS,0,1,1,2@,3.48186766173507,2,j
4,1098911562,15,1880997.02622153,1881000.44312851,OK,6,j,3.40467764786445,8,CFS,0,1,1,2@,2.81719553840407,2,j
4,1098911562,16,1881002.69328828,1881005.31013357,OK,5,j,2.60462364275008,19,CFS,0,1,1,2@,2.10302402274177,2,j
4,1098911562,17,1881007.65196271,1881011.36888572,OK,6,j,3.70464645768516,2,CFS,0,1,0.920044414629323,2@,3.16692543894196,2.03797268078664,j
4,1098911562,18,1881013.71905567,1881017.63599701,OK,6,j,3.90471245814115,10,CFS,0,1,0.991701292638876,2@,3.33653023601112,2.00375469140869,j
4,1098911562,19,1881020.28617925,1881023.10304432,OK,9,j,2.80463048140518,14,CFS,0,1,1,2@,1.9960740076254,2,j
4,1098911562,20,1881025.05318381,1881028.67009759,OK,2,j,3.60465366323479,17,CFS,0,1,0.934090623477949,2@,3.40097163570195,2.03099775997589,j
