subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,item,tType_study,eyes_1,eyes_2,transparency,pas,RoboRT,meanRoboRT,roboBCFS
2,1092779660,1,1819617.48422638,1819619.20934424,OK,2,j,1.71341897803359,12,CFS,0,1,0.5,2@,1.47435834938403,2.34671662001737,j
2,1092779660,2,1819620.97613313,1819624.79306179,OK,0,j,3.80489217606373,19,CFS,0,1,0.343644639395486,2@,3.74818552415044,2.56660933584118,j
2,1092779660,3,1819627.24323383,1819630.16010065,OK,7,j,2.90481070778333,17,CFS,0,1,0.399258109379689,2@,2.2400922478957,2.47567332099695,j
2,1092779660,4,1819632.30191659,1819634.41872718,OK,4,j,2.10475130449049,11,CFS,0,1,0.352344044859357,2@,1.73379369122007,2.55116774417352,j
2,1092779660,5,1819636.76889511,1819639.8857739,OK,6,j,3.10478662070818,7,CFS,0,1,0.31094252823251,2@,2.54136039805769,2.62954696002822,j
2,1092779660,6,1819641.7275756,1819641.84424353,OK,1,f,0.104370504850522,15,CATCH,0,0,0,,0,NaN,f
2,1092779660,7,1819643.4526942,1819647.36962665,OK,0,j,3.90480300178751,4,CFS,0,1,0.346108031317293,2@,3.89415632760022,2.56218562864341,j
2,1092779660,8,1819649.22809431,1819649.34476859,OK,1,f,0.104447783436626,20,CATCH,0,0,0,,0,NaN,f
2,1092779660,9,1819651.35323826,1819655.57019765,OK,4,j,4.20483009819873,8,CFS,0,1,0.385250515660429,2@,3.86511221288065,2.49695505513862,j
2,1092779660,10,1819658.32038699,1819661.73729169,OK,10,j,3.40476633957587,18,CFS,0,1,0.428819751023244,2@,2.51775244152163,2.43378783987891,j
2,1092779660,11,1819664.25413197,1819667.37101454,OK,5,j,3.10463479207829,9,CFS,0,1,0.47731637309402,2@,2.60095083322303,2.37261871519886,j
2,1092779660,12,1819669.42115992,1819673.63812053,OK,3,j,4.20484911464155,14,CFS,0,1,0.53129763608132,2@,3.87881080183819,2.31338447796456,j
2,1092779660,13,1819675.68826622,1819679.20517212,OK,3,j,3.50480285077356,1,CFS,0,1,0.59138381588682,2@,3.15475321387585,2.25602392426885,j
2,1092779660,14,1819681.04696413,1819681.1636369,OK,1,f,0.104615923948586,5,CATCH,0,0,0,,0,NaN,f
2,1092779660,15,1819683.2804534,1819686.09731594,OK,5,j,2.80467800726183,2,CFS,0,1,0.658265337433811,2@,2.31356260320207,2.20047778619226,j
2,1092779660,16,1819688.16412562,1819692.28108167,OK,3,j,4.1046346318908,16,CFS,0,1,0.599357410270809,2@,3.75996886173186,2.2489826259395,j
2,1092779660,17,1819694.8479235,1819699.66492248,OK,8,j,4.80489156045951,3,CFS,0,1,0.651443996333899,2@,4.09544922621486,2.20580009104414,j
2,1092779660,18,1819701.73173819,1819703.64853193,OK,3,j,1.90466913022101,10,CFS,0,1,0.708057117651608,2@,1.6451251451681,2.16368373673418,j
2,1092779660,19,1819705.49866352,1819705.61533448,OK,1,f,0.104431489715353,6,CATCH,0,0,0,,0,NaN,f
2,1092779660,20,1819707.92383759,1819710.54067924,OK,7,j,2.60467190411873,13,CFS,0,1,0.656895378849849,2@,1.9211635013683,2.2015409170024,j
