subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,item,tType_study,eyes_1,eyes_2,transparency,pas,RoboRT,meanRoboRT,roboBCFS
196,1109181036,1,1983623.64400361,1983624.36071902,ESCAPE,7,ESCAPE,0.625061200931668,5,CFS,0,1,0.5,,4.42394480462446,2.34671662001737,j
196,1109181036,2,NaN,NaN,EMPTY,1,,NaN,20,CATCH,0,0,NaN,,NaN,NaN,f
196,1109181036,3,NaN,NaN,EMPTY,4,,NaN,14,CFS,0,1,NaN,,NaN,NaN,j
196,1109181036,4,NaN,NaN,EMPTY,9,,NaN,2,CFS,0,1,NaN,,NaN,NaN,j
196,1109181036,5,NaN,NaN,EMPTY,3,,NaN,7,CFS,0,1,NaN,,NaN,NaN,j
196,1109181036,6,NaN,NaN,EMPTY,1,,NaN,12,CATCH,0,0,NaN,,NaN,NaN,f
196,1109181036,7,NaN,NaN,EMPTY,4,,NaN,19,CFS,0,1,NaN,,NaN,NaN,j
196,1109181036,8,NaN,NaN,EMPTY,0,,NaN,6,CFS,0,1,NaN,,NaN,NaN,j
196,1109181036,9,NaN,NaN,EMPTY,7,,NaN,1,CFS,0,1,NaN,,NaN,NaN,j
196,1109181036,10,NaN,NaN,EMPTY,0,,NaN,16,CFS,0,1,NaN,,NaN,NaN,j
196,1109181036,11,NaN,NaN,EMPTY,5,,NaN,10,CFS,0,1,NaN,,NaN,NaN,j
196,1109181036,12,NaN,NaN,EMPTY,1,,NaN,18,CFS,0,1,NaN,,NaN,NaN,j
196,1109181036,13,NaN,NaN,EMPTY,5,,NaN,17,CFS,0,1,NaN,,NaN,NaN,j
196,1109181036,14,NaN,NaN,EMPTY,1,,NaN,15,CATCH,0,0,NaN,,NaN,NaN,f
196,1109181036,15,NaN,NaN,EMPTY,10,,NaN,4,CFS,0,1,NaN,,NaN,NaN,j
196,1109181036,16,NaN,NaN,EMPTY,1,,NaN,13,CATCH,0,0,NaN,,NaN,NaN,f
196,1109181036,17,NaN,NaN,EMPTY,1,,NaN,11,CFS,0,1,NaN,,NaN,NaN,j
196,1109181036,18,NaN,NaN,EMPTY,8,,NaN,3,CFS,0,1,NaN,,NaN,NaN,j
196,1109181036,19,NaN,NaN,EMPTY,0,,NaN,8,CFS,0,1,NaN,,NaN,NaN,j
196,1109181036,20,NaN,NaN,EMPTY,4,,NaN,9,CFS,0,1,NaN,,NaN,NaN,j
