subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,item,pair,list,tType_study,trial_test,item_test,pair_test,tType_test,gonogo_answer,name,name_test,roboBCFS,eyes_1,eyes_2,tStart_cue,tEnd_cue,tStart_noise,tEnd_noise,exitFlag_cue,exitFlag_noise,jitter_noise,transparency,pas,RoboRT,response_cue,rt_cue,RoboRT_cue,response_noise,rt_noise,RoboRT_noise
9,231997518,1,12192157.0419407,12192161.9550276,OK,3,NO RESPONSE,NaN,208,202,1,Binocular,7,206,207,CFS,nogo,hockey stick,frame,z,1,1,12192401.0956081,12192405.7482266,12192411.1819737,12192416.0950699,Return,OK,2,1,,0.1,frame,4.63983212411404,1,NO RESPONSE,NaN,1
9,231997518,2,12192165.8374699,12192170.7505665,OK,8,NO RESPONSE,NaN,204,205,1,Binocular,12,199,195,Not Studied,nogo,bowtie,scroll,z,1,1,12192419.6873014,12192427.4819125,12192431.394664,12192436.3078011,Return,OK,3,1,,0.1,marshmellow,7.78312992304564,1,NO RESPONSE,NaN,1
9,231997518,3,12192178.995753,12192188.5117674,OK,2,f,9.493981288746,207,206,1,CFS,2,204,205,Binocular,nogo,axe,bowtie,j,0,1,12192438.6692787,12192444.9629224,12192452.4079406,12192457.3210389,Return,OK,6,1,,0.1,bow,6.28032740950584,1,NO RESPONSE,NaN,1
9,231997518,4,12192196.1162295,12192208.2341633,OK,0,f,12.0445872657001,201,203,1,Not Studied,11,205,204,CFS,nogo,bellow,cheese grater,f,0,0,12192459.7125411,12192475.1018981,12192478.9146239,12192483.8277468,Return,OK,7,1,,0.1,nail file,15.3716707229614,1,NO RESPONSE,NaN,1
9,231997518,5,12192213.7476328,12192218.6607529,OK,6,NO RESPONSE,NaN,200,196,1,Binocular,9,198,193,Not Studied,nogo,tape,chest,z,1,1,12192486.2792402,12192493.5135073,12192497.816547,12192502.7296469,Return,OK,1,1,,0.1,trunk,7.22009533084929,1,NO RESPONSE,NaN,1
9,231997518,6,12192223.6935935,12192231.7089576,OK,0,f,7.97813770920038,203,201,1,Not Studied,5,200,196,Binocular,go,bowling pin,tape,f,0,0,12192505.2112041,12192509.1333329,12192512.4757871,12192514.0867794,Return,Return,9,1,,0.1,cassette,3.91139898076653,1,Return,1.55872751586139,1
9,231997518,7,12192235.9816434,12192242.3956876,OK,10,j,6.38555847480893,206,207,1,CFS,3,207,206,CFS,go,frame,axe,j,0,1,12192516.768451,12192522.1515512,12192525.3739153,12192526.9849148,Return,Return,5,1,1,0.1,axe,5.36954631283879,1,Return,1.53998573310673,1
9,231997518,8,12192258.4858341,12192263.8991892,OK,5,j,5.32039328478277,202,208,1,CFS,4,201,203,Not Studied,go,zip tie,bellow,j,0,1,12192531.7678977,12192547.0372095,12192550.1594926,12192551.7705492,Return,Return,9,1,2,0.1,air pusher,15.256917539984,1,Return,1.56111332587898,1
9,231997518,9,12192274.4658475,12192282.1807352,OK,0,f,7.67557975277305,198,193,1,Not Studied,6,203,201,Not Studied,go,chest,bowling pin,f,0,0,12192554.0819555,12192558.1142108,12192560.1057931,12192561.6167048,Return,Return,0,1,,0.1,vase,4.02237422578037,1,Return,1.49440599046648,1
9,231997518,10,12192285.8930692,12192290.8061441,OK,3,NO RESPONSE,NaN,197,194,1,Binocular,10,197,194,Binocular,go,pipe,pipe,z,1,1,12192564.6386386,12192569.6814993,12192572.2934394,12192573.3040983,Return,Return,5,1,,0.1,pipe,5.02518232539296,1,Return,0.938263507559896,1
9,231997518,11,12192294.1983019,12192301.3127674,OK,7,j,7.10204173438251,205,204,1,CFS,1,208,202,Binocular,go,cheese grater,hockey stick,j,0,1,12192575.3553999,12192582.0693072,12192584.9614675,12192586.0721466,Return,Return,10,1,2,0.1,hockey stick,6.69980702921748,1,Return,1.02159153297544,1
9,231997518,12,12192309.1877519,12192319.2040521,OK,0,f,9.9198745880276,199,195,1,Not Studied,8,202,208,CFS,go,scroll,zip tie,f,0,0,12192587.9733507,12192592.7760531,12192595.1979116,12192596.2085164,Return,Return,5,1,,0.1,cane,4.78531983308494,1,Return,0.98466669395566,1
