subject,seed,dominantEye,sex,ethnicity,race,trial,item,tStart,tEnd,exitFlag,jitter,tType,eyes_1,eyes_2,transparency,pas,response,rt,RoboRT,meanRoboRT
3,770458584,Right,,rather not say,rather not say,1,19,314028.835697441,314033.335892584,OK,8,CFS,1,0,0.6731973263793,2@,Return,4.50557735719485,3.86386868825432,2.18907348447831
3,770458584,Right,,rather not say,rather not say,2,50,314034.852595376,314036.727678875,OK,0,CFS,1,0,0.590953271612442,2@,Return,1.88029577274574,1.82652135897857,2.25640763650484
3,770458584,Right,,rather not say,rather not say,3,8,314038.177740738,314041.92793641,OK,0,CFS,1,0,0.58818109843688,2@,Return,3.75554800272221,3.66119638924327,2.25888700325662
3,770458584,Right,,rather not say,rather not say,4,93,314043.369657064,314046.494777915,OK,0,CFS,1,0,0.585734664196018,2@,Return,3.13073367561447,3.09108608963182,2.26108768874841
3,770458584,Right,,rather not say,rather not say,5,32,314047.944853362,314049.94494301,OK,6,CFS,1,0,0.583575693556081,2@,Return,2.00542749074521,1.5108161894822,2.26303973564289
3,770458584,Right,,rather not say,rather not say,6,6,314051.378331511,314053.003393351,OK,6,CFS,1,0,0.581670408653565,2@,Return,1.63040270161582,1.16745091409022,2.26477022549291
3,770458584,Right,,rather not say,rather not say,7,87,314054.445122156,314056.320200824,OK,0,CFS,1,0,0.579989000628553,2@,Return,1.88042375538498,1.805152303074,2.26630350954517
3,770458584,Right,,rather not say,rather not say,8,81,314057.720261314,314059.470341982,OK,1,CFS,1,0,0.5785051632545,2@,Return,1.75537745980546,1.57791760586148,2.26766143573177
3,770458584,Right,,rather not say,rather not say,9,70,314060.895483752,314062.895578955,OK,3,CFS,1,0,0.577195681367959,2@,Return,2.00572752556764,1.79483615603677,2.26886356790773
3,770458584,Right,,rather not say,rather not say,10,59,314064.32055821,314068.445744562,OK,3,CFS,1,0,0.576040067659095,2@,Return,4.13067904155469,3.86454270767436,2.2699273946053
3,770458584,Right,,rather not say,rather not say,11,17,314070.162481221,314076.412780577,OK,7,CFS,1,0,0.575020242140439,2@,Return,6.25565440335777,5.72085496282176,2.27086852554295
3,770458584,Right,,rather not say,rather not say,12,56,314077.846161833,314078.221237634,CAUGHT,5,NULL,0,0,0,,Return,0.38050872500753,0,NaN
3,770458584,Right,,rather not say,rather not say,13,5,314079.646285228,314079.896299038,CAUGHT,2,NULL,0,0,0,,Return,0.255296716000885,0,NaN
3,770458584,Right,,rather not say,rather not say,14,22,314081.337977735,314083.96311051,OK,2,CFS,1,0,0.574120249279048,2@,Return,2.6304147754563,2.42083193115084,2.27170087488276
3,770458584,Right,,rather not say,rather not say,15,34,314085.388159612,314090.388388412,OK,5,CFS,1,0,0.573326008366522,2@,Return,5.00610996427713,4.56183150054574,2.27243683080814
3,770458584,Right,,rather not say,rather not say,16,100,314091.821783855,314094.696926817,OK,6,CFS,1,0,0.572625093221312,2@,Return,2.88039689109428,2.42721537274872,2.27308741142654
3,770458584,Right,,rather not say,rather not say,17,89,314096.138601288,314098.263758663,OK,1,CFS,1,0,0.57200653777669,2@,Return,2.13055588846328,1.93919553284315,2.27366240731501
3,770458584,Right,,rather not say,rather not say,18,84,314099.705492297,314100.205488826,CAUGHT,6,NULL,0,0,0,,Return,0.5052770205657,0,NaN
3,770458584,Right,,rather not say,rather not say,19,91,314101.630555134,314105.005651762,OK,3,CFS,1,0,0.571460664512734,2@,Return,3.38046616473002,3.13498516996416,2.27417051124625
3,770458584,Right,,rather not say,rather not say,20,47,314106.43910184,314110.689290116,OK,1,CFS,1,0,0.570978933048089,2@,Return,4.25552460964536,4.14296788233052,2.27461943577795
3,770458584,Right,,rather not say,rather not say,21,24,314112.397740201,314116.022861807,OK,4,CFS,1,0,0.570553806522662,2@,Return,3.63044103607535,3.26944942315752,2.27501601947602
3,770458584,Right,,rather not say,rather not say,22,21,314117.464578537,314121.964803261,OK,8,CFS,1,0,0.570178633680767,2@,Return,4.50554626708617,3.93104244311135,2.27536632258739
3,770458584,Right,,rather not say,rather not say,23,74,314123.40653116,314123.9065458,CAUGHT,7,NULL,0,0,0,,Return,0.505397155240644,0,NaN
3,770458584,Right,,rather not say,rather not say,24,95,314125.339969616,314125.714987463,CAUGHT,5,NULL,0,0,0,,Return,0.380380138638429,0,NaN
3,770458584,Right,,rather not say,rather not say,25,18,314127.148367512,314130.273539979,OK,0,CFS,1,0,0.56984754480986,2@,Return,3.13044058327796,3.06424172071058,2.27567571299009
3,770458584,Right,,rather not say,rather not say,26,80,314131.715242221,314132.090272141,CAUGHT,5,NULL,0,0,0,,Return,0.380298338481225,0,NaN
3,770458584,Right,,rather not say,rather not say,27,65,314133.523650681,314133.898671244,CAUGHT,4,NULL,0,0,0,,Return,0.380328522995114,0,NaN
3,770458584,Right,,rather not say,rather not say,28,49,314135.340395219,314137.465529352,OK,1,CFS,1,0,0.569555359906804,2@,Return,2.13036451814696,2.04287599803578,2.27594894323787
3,770458584,Right,,rather not say,rather not say,29,23,314138.898902156,314139.023910419,CAUGHT,1,NULL,0,0,0,,Return,0.130314109905157,0,NaN
3,770458584,Right,,rather not say,rather not say,30,44,314140.473967453,314142.22404631,OK,1,CFS,1,0,0.569297507634876,2@,Return,1.75531286472688,1.61133164787684,2.27619021948882
3,770458584,Right,,rather not say,rather not say,31,29,314143.915783793,314147.415933357,OK,5,CFS,1,0,0.569069953803575,2@,Return,3.50550672528334,3.09091787538892,2.2764032630697
3,770458584,Right,,rather not say,rather not say,32,58,314148.857687516,314152.607899488,OK,4,CFS,1,0,0.56886913825228,2@,Return,3.75553743808996,3.4126745058773,2.27659136538206
3,770458584,Right,,rather not say,rather not say,33,3,314154.024572971,314156.649673146,OK,0,CFS,1,0,0.568691919150272,2@,Return,2.63042473635869,2.62033164947636,2.27675743680769
3,770458584,Right,,rather not say,rather not say,34,14,314158.091388367,314161.216591623,OK,2,CFS,1,0,0.568535523841671,2@,Return,3.13047499372624,2.9486290509518,2.27690405022039
3,770458584,Right,,rather not say,rather not say,35,55,314162.649976199,314166.775171003,OK,6,CFS,1,0,0.568397505466251,2@,Return,4.13046684389701,3.63837025691201,2.27703347966094
3,770458584,Right,,rather not say,rather not say,36,76,314168.208534451,314172.458743856,OK,8,CFS,1,0,0.568275704677444,2@,Return,4.25547118292889,3.70916764510481,2.27714773468334
3,770458584,Right,,rather not say,rather not say,37,31,314173.892132659,314176.517272074,OK,1,CFS,1,0,0.568168215858589,2@,Return,2.63043831946561,2.53837247407412,2.2772485908339
3,770458584,Right,,rather not say,rather not say,38,78,314177.942292501,314180.9424558,OK,0,CFS,1,0,0.568073357308888,2@,Return,3.00556120846886,2.88419732007582,2.27733761668045
3,770458584,Right,,rather not say,rather not say,39,40,314182.367504299,314184.992645827,OK,6,CFS,1,0,0.567989644932592,2@,Return,2.63046639109962,2.22105368173305,2.27741619776852
3,770458584,Right,,rather not say,rather not say,40,35,314186.417676215,314188.91780284,OK,4,CFS,1,0,0.567915769019803,2@,Return,2.50547925732099,2.14698492104106,2.27748555784266
3,770458584,Right,,rather not say,rather not say,41,82,314190.592888089,314194.093036446,OK,8,CFS,1,0,0.567850573755592,2@,Return,3.5055209120037,2.91653609940377,2.27754677763688
3,770458584,Right,,rather not say,rather not say,42,63,314195.534759515,314198.409884668,OK,4,CFS,1,0,0.567793039136862,2@,Return,2.88038119510747,2.50964181283943,2.27760081150602
3,770458584,Right,,rather not say,rather not say,43,71,314199.84326532,314204.093484385,OK,0,CFS,1,0,0.567742265014041,2@,Return,4.25549653801136,4.12521799753355,2.27764850214094
3,770458584,Right,,rather not say,rather not say,44,66,314205.510184733,314207.760295435,OK,1,CFS,1,0,0.56769745700792,2@,Return,2.25523212103872,2.1530250123879,2.27769059358435
3,770458584,Right,,rather not say,rather not say,45,98,314209.202039633,314212.327164409,OK,2,CFS,1,0,0.567657914081308,2@,Return,3.1304354519234,2.9440964718341,2.27772774274046
3,770458584,Right,,rather not say,rather not say,46,75,314213.752196306,314215.627298519,OK,7,CFS,1,0,0.567623017571053,2@,Return,1.88041983137373,1.38170761683891,2.27776052955019
3,770458584,Right,,rather not say,rather not say,47,9,314217.044044143,314220.044144356,OK,1,CFS,1,0,0.567592221508842,2@,Return,3.00541360577336,2.92372958483437,2.27778946598492
3,770458584,Right,,rather not say,rather not say,48,52,314221.47753829,314227.352801386,OK,5,CFS,1,0,0.56756504407933,2@,Return,5.88053634390235,5.47352001490491,2.27781500399436
3,770458584,Right,,rather not say,rather not say,49,1,314228.786183246,314232.661351261,OK,6,CFS,1,0,0.567541060081964,2@,Return,3.88055445463397,3.35055277290848,2.27783754252912
3,770458584,Right,,rather not say,rather not say,50,86,314234.086410929,314234.461447792,CAUGHT,4,NULL,0,0,0,,Return,0.380334559944458,0,NaN
3,770458584,Right,,rather not say,rather not say,51,97,314236.136543001,314236.636557339,CAUGHT,6,NULL,0,0,0,,Return,0.505248647066765,0,NaN
3,770458584,Right,,rather not say,rather not say,52,60,314238.053274892,314243.178489618,OK,1,CFS,1,0,0.567519894278578,2@,Return,5.13053204264725,4.93748246781236,2.27785743374479
3,770458584,Right,,rather not say,rather not say,53,54,314244.60346839,314247.978696623,OK,7,CFS,1,0,0.567501215522649,2@,Return,3.38050268811639,2.87999738882907,2.27787498848209
3,770458584,Right,,rather not say,rather not say,54,16,314249.420412146,314252.670549109,OK,0,CFS,1,0,0.567484731578397,2@,Return,3.25532297661994,3.17344977343403,2.27789048110734
3,770458584,Right,,rather not say,rather not say,55,43,314254.10392614,314259.229174974,OK,7,CFS,1,0,0.567470184548653,2@,Return,5.13049642479746,4.5724722484086,2.27790415378708
3,770458584,Right,,rather not say,rather not say,56,38,314260.66252997,314260.912539553,CAUGHT,3,NULL,0,0,0,,Return,0.255211897310801,0,NaN
3,770458584,Right,,rather not say,rather not say,57,88,314262.3376285,314262.587625708,CAUGHT,3,NULL,0,0,0,,Return,0.255247816967312,0,NaN
3,770458584,Right,,rather not say,rather not say,58,79,314264.012685677,314264.637689865,CAUGHT,8,NULL,0,0,0,,Return,0.630221594066825,0,NaN
3,770458584,Right,,rather not say,rather not say,59,67,314266.079454287,314273.079704517,OK,4,CFS,1,0,0.567457346839961,2@,Return,7.0055135168368,6.69744645210356,2.2779162202631
3,770458584,Right,,rather not say,rather not say,60,53,314274.504824855,314276.254836401,OK,2,CFS,1,0,0.567446017601805,2@,Return,1.75532403308898,1.4958363902745,2.27792686918559
3,770458584,Right,,rather not say,rather not say,61,28,314277.938269499,314282.563423705,OK,3,CFS,1,0,0.567436019584223,2@,Return,4.63050623476738,4.42231367346453,2.27793626705629
