subject,seed,trial,tStart,tEnd,exitFlag,jitter,response,rt,tType_study,correctDirection,eyes_1,eyes_2,eyePresent,RoboRT
4,1098900370,1,1880821.18061443,1880824.19747588,OK,0,RightArrow,3.00567971379496,4,\RIGHT,1,0,left,3
4,1098900370,2,1880825.8725989,1880829.0894913,OK,2,LeftArrow,3.20582760265097,2,\LEFT,1,0,left,3
4,1098900370,3,1880831.14796354,1880834.66487262,OK,6,LeftArrow,3.50585847301409,1,\LEFT,0,1,right,3
4,1098900370,4,1880836.62335013,1880840.14026025,OK,5,RightArrow,3.50583960302174,4,\RIGHT,1,0,left,3
4,1098900370,5,1880841.59869231,1880844.61556715,OK,0,LeftArrow,3.00582287716679,1,\LEFT,0,1,right,3
4,1098900370,6,1880846.47403377,1880849.89093949,OK,4,RightArrow,3.40584424696863,4,\RIGHT,1,0,left,3
4,1098900370,7,1880852.34944824,1880856.26639305,OK,10,LeftArrow,3.90581889636815,2,\LEFT,1,0,left,3
4,1098900370,8,1880858.32486908,1880861.84177573,OK,6,RightArrow,3.5057576475665,3,\RIGHT,0,1,right,3
4,1098900370,9,1880863.40021508,1880866.51709761,OK,1,RightArrow,3.10584614053369,3,\RIGHT,0,1,right,3
4,1098900370,10,1880868.47557468,1880871.99248256,OK,5,LeftArrow,3.50581169570796,2,\LEFT,1,0,left,3
4,1098900370,11,1880874.51765878,1880878.23459134,OK,8,LeftArrow,3.70589673006907,1,\LEFT,0,1,right,3
4,1098900370,12,1880879.8930402,1880883.10992337,OK,2,LeftArrow,3.2058266971726,1,\LEFT,0,1,right,3
4,1098900370,13,1880884.8683853,1880888.18527904,OK,3,RightArrow,3.30583772272803,3,\RIGHT,0,1,right,3
4,1098900370,14,1880890.64379203,1880894.5607302,OK,10,LeftArrow,3.90587052074261,1,\LEFT,0,1,right,3
4,1098900370,15,1880896.91923184,1880900.73615821,OK,9,RightArrow,3.80603528977372,3,\RIGHT,0,1,right,3
4,1098900370,16,1880902.69463285,1880906.21154162,OK,5,LeftArrow,3.5058501677122,2,\LEFT,1,0,left,3
4,1098900370,17,1880908.47003475,1880912.18695641,OK,8,RightArrow,3.70590728567913,4,\RIGHT,1,0,left,3
4,1098900370,18,1880914.54545865,1880918.36239407,OK,9,RightArrow,3.80585735593922,4,\RIGHT,1,0,left,3
4,1098900370,19,1880920.12085127,1880923.43774371,OK,3,LeftArrow,3.30571098299697,2,\LEFT,1,0,left,3
4,1098900370,20,1880925.69623804,1880929.41316773,OK,8,RightArrow,3.70588827854954,3,\RIGHT,0,1,right,3
